Cód.,Cód. Fab.,Descripción,Rubro,Marca,Stock,Precios con IVA (DOLAR (U$S)),Descripción Detallada,Descripción Larga
24494,NM-BENEFIT,"Smartwatch 1.47"" Full Touch -monitorea actividad fisica, salud y sueño -notificaciones -alarma -bluetooth 5.3 -bat. 150mAh -carga magnetica -IP67 -black -Netmak (NM-BENEFIT)",Smartwatch y Smartband,Netmak,Si,21.33,,"NM-BENEFIT

CARACTERISTICAS

? Pantalla táctil: 1.47 INCH.	
? Resolución 172 X 320
? Conexión: BT 5.3
? Sumergible IP67
? Carga magnética (Incluye cable)	
? Capacidad batería: 150 MAH.
? Compatible: Android/iOS.
? Incluye manual de usuario en español.
? App compatible: ?Da Fit?.  

FUNCIONES PRINCIPALES

- Calorías
- Asistente de voz
- Control de música
- KM recorridos
- Presión arterial
- Notificaciones
- Monitoreo de sueño
- Alarma

TODO LO QUE NECESITAS
Gracias a su tecnología Bluetooth, podrás sincronizar fácilmente el Smartwatch con tu celular para recibir notificaciones directamente en tu muñeca. Además, con su monitoreo de ritmo cardíaco, oxígeno en sangre y presión arterial, podrás mantener un seguimiento preciso de tu salud en tiempo real.

LIBERTAD TOTAL
Con la función manos libres, podrás contestar y realizar llamadas sin sacar tu celular del bolsillo. 

RESISTENTE
Llévalo a todas partes sin preocupaciones, ya que está listo para cualquier aventura gracias a su resistencia a la lluvia, el sudor y el polvo."
24496,NM-LEVEL,"Smartwatch 1.5"" Touch -monitorea actividad fisica, salud y sueño -notificaciones -alarma -bluetooth 5.4 -bat. 180mAh -carga magnetica -black -Netmak (NM-LEVEL)",Smartwatch y Smartband,Netmak,Si,18.66,,"NM-LEVEL
Smartwatch BT5.4

CARACTERISTICAS

- Pantalla táctil: 1.50 INCH.	
- Resolución: 240 X 240px.
- Conexión: BT 5.4
- Carga magnética (Incluye cable)	
- Capacidad batería: 180 MAH.
- Compatible: Android/iOS.
- Incluye manual de usuario en español.
- Descargá la app ?Hryfine? desde tu móvil y aprovechá al máximo el reloj.

FUNCIONES PRINCIPALES

? Calorías
? Asistente de voz
? Control de música
? KM recorridos
? Presión arterial
? Notificaciones
? Monitoreo de sueño
? Alarma

TODO LO QUE NECESITAS

Gracias a su tecnología Bluetooth, podrás sincronizar fácilmente el Smartwatch con tu celular para recibir notificaciones directamente en tu muñeca. Además, con su monitoreo de ritmo cardíaco, oxígeno en sangre y presión arterial, podrás mantener un seguimiento preciso de tu salud en tiempo real.

LIBERTAD TOTAL

Con la función manos libres, podrás contestar y realizar llamadas sin sacar tu celular del bolsillo. 

RESISTENTE

Llévalo a todas partes sin preocupaciones, ya que está listo para cualquier aventura gracias a su resistencia a la lluvia, el sudor y el polvo."
23438,NG-SWPRO01,"Smartwatch 1.7"" IPS -monitorea actividad física -sms -whatsapp -alarma -bluetooth 5.0 -bat. 260m/Ah -IP68 -policarbonato+TPU -carga magnética -silver/black -Noganet (NG-SWPRO 01)",Smartwatch y Smartband,Noganet,Si,58.26,,"El NG-SWPRO 01 es el Noga Watch más avanzado hasta el momento.
Posee Tecnología BT 5.0 compatible con Android e iOS.
Descargando la App ""FFit"" desde Google Play y otros sitios a tu Celular, podrás sincronizarlo y recibir notificaciones de tu Celular o Tablet, y también poder detectar, registrar y evaluar tu rendimiento corporal, activar las notificaciones y mucho más.
Gracias a su sensor de muñeca, el NG-SWPRO 01 te permite monitorear tu actividad física: frecuencia cardíaca en tiempo real, temperatura corporal, cantidad de pasos, distancia recorrida, presion arterial, entre otras funciones.
A través de sus Notificaciones ""Push"" podrás recibir llamadas de tu Celular o Tablet (mensajes de WhatsApp; etc.) con el nombre o el número de la persona que llama. También te brinda hora, alarma y cronómetro.
También posee ""Modo Multideporte"" (medición de calorías y latidos por minuto por cada deporte).
Y además presenta Tecnología GPS: determina el posicionamiento del usuario y su recorrido durante 14 horas de uso.
Posee resistencia al agua (Waterproof IP68) te permitirá usarlo mientras nadas en una profundidad de 1,5 metros hasta 1 hora.
Su Monitoreo de sueño controlará la cantidad de horas dormidas.
Y su Pantalla Táctil IPS es configurable y te permitirá colocar tu screen favorito: reloj clásico de agujas, reloj digital; etc. (OS Realista).
Por último su recarga es magnética a través de un Cargador Slim USB y con una larga autonomía de hasta 10 días.
NG-SWPRO 01. Noga Watch con Control Saludable de última generación. Control, confort y elegancia.
 
- CPU: Dialog 14695
- Sensor: STK 8321
- Memoria RAM: 64MB
- Memoria ROM: 32MB
- Tecnología: BT 5.0 compatible con Android e iOS
- Funciona descargando la App ""FFit"" desde Google Play
- Notificaciones ""Push"": recibe llamadas de Celular o Tablet (mensajes de WhatsApp; etc.) con datos de la persona que llama. También brinda hora, alarma y cronómetro.
- Modo Multideporte: medición de calorías y latidos por minuto, temperatura corporal, cantidad de pasos, distancia recorrida, presion arterial, etc.
- GPS Broadcom 47755: determina el posicionamiento del usuario y su recorrido durante 14 horas de uso 
- Waterproof IP68: resistencia al agua en profundidad de 1,5 metros hasta 1 hora
- Monitoreo de sueño: controlará cantidad de horas dormidas
- Pantalla Táctil 1.7"" IPS configurable que permite cambiar de screen (OS Realista: reloj clásico de agujas, reloj digital; etc.)
- Funciona con Batería de Polímero de Litio 260mAh
- Carga Magnética con Cargador Slim USB con 2 pines con duración de 2 horas aprox.
- Uso: de 7 a 10 días con un tiempo de reposo de 20 a 30 días
- Material: Policarbonato + TPU"
22479,NM-PLUS,"Smartwatch 1.75"" -monitorea actividad fisica -sms -whatsapp -alarma -bluetooth 5.0 -bat. 200mAh -app fitpro -black -Netmak (NM-PLUS)",Smartwatch y Smartband,Netmak,Si,20.51,,"Smartwatch PLUS+
Esta versión Netmak PLUS+ cuenta con micrófono y altavoz. Podrás realizar y contestar llamadas desde el reloj. También podes recibir las notificaciones de tus Apps preferidas como por ejemplo: Whtapp,
IG, FBook y controlar tu vida saludable.

? Pantalla táctil: 1.75? inch.
? Resolución: 240x280.
? Conexión BT: 5.0.
? Incluye cable de carga.
? Capacidad batería: 200 mAh.
? Compatible: Android/iOS.
? Descargá la app ?FitPro? desde tu móvil y aprovecha al máximo el reloj."
22480,NM-PLUS-S,"Smartwatch 1.75"" -monitorea actividad fisica -sms -whatsapp -alarma -bluetooth 5.0 -bat. 200mAh -app fitpro -grey/black -Netmak (NM-PLUS-S)",Smartwatch y Smartband,Netmak,Si,20.96,,"Smartwatch PLUS+
Esta versión Netmak PLUS+ cuenta con micrófono y altavoz. Podrás realizar y contestar llamadas desde el reloj. También podes recibir las notificaciones de tus Apps preferidas como por ejemplo: Whtapp,
IG, FBook y controlar tu vida saludable.

? Pantalla táctil: 1.75? inch.
? Resolución: 240x280.
? Conexión BT: 5.0.
? Incluye cable de carga.
? Capacidad batería: 200 mAh.
? Compatible: Android/iOS.
? Descargá la app ?FitPro? desde tu móvil y aprovecha al máximo el reloj."
22481,NM-PLUS-W,"Smartwatch 1.75"" -monitorea actividad fisica -sms -whatsapp -alarma -bluetooth 5.0 -bat. 200mAh -app fitpro -silver/white/black -Netmak (NM-PLUS-W)",Smartwatch y Smartband,Netmak,Si,18.3,,"Smartwatch PLUS+
Esta versión Netmak PLUS+ cuenta con micrófono y altavoz. Podrás realizar y contestar llamadas desde el reloj. También podes recibir las notificaciones de tus Apps preferidas como por ejemplo: Whtapp,
IG, FBook y controlar tu vida saludable.

? Pantalla táctil: 1.75? inch.
? Resolución: 240x280.
? Conexión BT: 5.0.
? Incluye cable de carga.
? Capacidad batería: 200 mAh.
? Compatible: Android/iOS.
? Descargá la app ?FitPro? desde tu móvil y aprovecha al máximo el reloj."
23486,KVR-671 630520,"Smartwatch 1.83"" TFT -monitorea actividad fisica -alarma -bluetooth 5.3 -bat. recargable 300mAh -a prueba de polvo y resistente al agua Nivel 1 ATM -app Da Fit -correa adicional -black -Kolke (KVR-671 630520)",Smartwatch y Smartband,Kolke,Si,15.23,,"Smartwatch KVR-671

· Pantalla táctil TFT de 1,83? (240x284).
· Batería: recargable de 300mAh.
· Autonomía: 3-5 días de uso / 15 días en Stand by.
· Conexión inalámbirca 5.3.
· Permite realizar, responder y rechazar llamadas, ver registros de llamadas y agregar contactos.
· Gestión de la salud: Control de frecuencia cardíaca, Saturación de oxígeno en sangre, Presión arterial, Seguimiento del sueño, Recordatorio de Sedentarismo,Beber agua , Recordatorios fisiológicos femeninos.
· Registro de ejercicio: Pasos, Distancia, Calorías, etc.
· Mensaje push: Almacenamiento de información, Notificaciones de aplicaciones, etc.
· Otras funciones: Calculadora, cronómetro, Despertador, Control de cámara, Información meteorológica, Control y reproducción de música, etc.
· A prueba de polvo y resistente al agua Nivel 1 ATM (sumergible hasta 10m).
· Aplicación: Da Fit.
· RAM: 640KB / ROM: 64Mb.
· Color negro.
· Incluye correa adicional. "
23487,KVR-671 630521,"Smartwatch 1.83"" TFT -monitorea actividad fisica -alarma -bluetooth 5.3 -bat. recargable 300mAh -a prueba de polvo y resistente al agua Nivel 1 ATM -app Da Fit -correa adicional -blue -Kolke (KVR-671 630521)",Smartwatch y Smartband,Kolke,Si,15.23,,"Smartwatch KVR-671

· Pantalla táctil TFT de 1,83? (240x284).
· Batería: recargable de 300mAh.
· Autonomía: 3-5 días de uso / 15 días en Stand by.
· Conexión inalámbrica 5.3.
· Permite realizar, responder y rechazar llamadas, ver registros de llamadas y agregar contactos.
· Gestión de la salud: Control de frecuencia cardíaca, Saturación de oxígeno en sangre, Presión arterial, Seguimiento del sueño, Recordatorio de Sedentarismo,Beber agua , Recordatorios fisiológicos femeninos.
· Registro de ejercicio: Pasos, Distancia, Calorías, etc.
· Mensaje push: Almacenamiento de información, Notificaciones de aplicaciones, etc.
· Otras funciones: Calculadora, cronómetro, Despertador, Control de cámara, Información meteorológica, Control y reproducción de música, etc.
· A prueba de polvo y resistente al agua Nivel 1 ATM (sumergible hasta 10m).
· Aplicación: Da Fit.
· RAM: 640KB / ROM: 64Mb.
· Color azul.
· Incluye correa adicional amarilla."
23485,KVR-671 630522,"Smartwatch 1.83"" TFT -monitorea actividad fisica -alarma -bluetooth 5.3 -bat. recargable 300mAh -a prueba de polvo y resistente al agua Nivel 1 ATM -app Da Fit -correa adicional -silver -Kolke (KVR-671 630522)",Smartwatch y Smartband,Kolke,Si,15.23,,"Smartwatch KVR-671

· Pantalla táctil TFT de 1,83? (240x284).
· Batería: recargable de 300mAh.
· Autonomía: 3-5 días de uso / 15 días en Stand by.
· Conexión inalámbirca 5.3.
· Permite realizar, responder y rechazar llamadas, ver registros de llamadas y agregar contactos.
· Gestión de la salud: Control de frecuencia cardíaca, Saturación de oxígeno en sangre, Presión arterial, Seguimiento del sueño, Recordatorio de Sedentarismo,Beber agua , Recordatorios fisiológicos femeninos.
· Registro de ejercicio: Pasos, Distancia, Calorías, etc.
· Mensaje push: Almacenamiento de información, Notificaciones de aplicaciones, etc.
· Otras funciones: Calculadora, cronómetro, Despertador, Control de cámara, Información meteorológica, Control y reproducción de música, etc.
· A prueba de polvo y resistente al agua Nivel 1 ATM (sumergible hasta 10m).
· Aplicación: Da Fit.
· RAM: 640KB / ROM: 64Mb.
· Chipset JL7012.
· Modo de carga: Cable magnético.
· Color plateado.
· Incluye correa adicional celeste
· Dimensiones: 44.5x36.4x10.4 mm.
· Peso: 35g."
24055,KVR-716 630729,"Smartwatch 1.91"" IPS -monitorea actividad fisica -alarma -bluetooth 5.0 -bat. recargable 230mAh -IP68 -app Da Fit -black -Kolke (KVR-716 630729)",Smartwatch y Smartband,Kolke,Si,19.4,"Smartwatch 1.91"" tactil negro Kolke KVR-716","Especificaciones:

· Pantalla táctil de 1,91? (320 x 385).

· Pantalla TFT / pantalla IPS de color verdadero.

· Batería recargable de 230mAh.

· Tiempo de carga: 2-3 horas.

· Autonomía: 3-5 días de uso con modo llamada activo / 7-15 días con modo de llamada apagado / 25-35 días en Stand by

· Conexión inalámbrica V5.0.

· Cuerpo de metal, carcasa trasera IML, correa de silicona.

· Permite realizar, responder y rechazar llamadas, ver registros de llamadas y agregar contactos.

· Gestión de la salud: control de frecuencia cardíaca, saturación de oxígeno en sangre, presión arterial, entrenamiento de respiración, seguimiento del sueño, recordatorio de sedentarismo, beber agua, recordatorios fisiológicos femeninos.

· Registro de ejercicio: pasos, distancia, calorías, etc.

· Modo multideporte en el lateral del reloj.

· Mensaje push: almacenamiento de información, notificaciones de aplicaciones, etc.

· Otras funciones: calculadora, cronómetro, despertador, control de cámara, información meteorológica, control y reproducción de música, calendario, encontrar teléfono, etc.

· Resistente al agua IP68.

· Aplicación Da Fit con soporte multilingüe (compatible Android 5.0 o superior, iOS 9.0 o superior).

· Funciona con Google Fit y Health Kit.

· Memoria externa 128MB. 

· RAM: 640KB / ROM: 32MB.

· Chipset JL7012F6.

· Modo de carga: cable magnético.

· Disponible en color: Negro, Plateado."
24056,KVR-716 630730,"Smartwatch 1.91"" IPS -monitorea actividad fisica -alarma -bluetooth 5.0 -bat. recargable 230mAh -IP68 -app Da Fit -silver -Kolke (KVR-716 630730)",Smartwatch y Smartband,Kolke,Si,19.4,"Smartwatch 1.91"" tactil plateado Kolke KVR-716","
Especificaciones:

· Pantalla táctil de 1,91? (320 x 385).

· Pantalla TFT / pantalla IPS de color verdadero.

· Batería recargable de 230mAh.

· Tiempo de carga: 2-3 horas.

· Autonomía: 3-5 días de uso con modo llamada activo / 7-15 días con modo de llamada apagado / 25-35 días en Stand by

· Conexión inalámbrica V5.0.

· Cuerpo de metal, carcasa trasera IML, correa de silicona.

· Permite realizar, responder y rechazar llamadas, ver registros de llamadas y agregar contactos.

· Gestión de la salud: control de frecuencia cardíaca, saturación de oxígeno en sangre, presión arterial, entrenamiento de respiración, seguimiento del sueño, recordatorio de sedentarismo, beber agua, recordatorios fisiológicos femeninos.

· Registro de ejercicio: pasos, distancia, calorías, etc.

· Modo multideporte en el lateral del reloj.

· Mensaje push: almacenamiento de información, notificaciones de aplicaciones, etc.

· Otras funciones: calculadora, cronómetro, despertador, control de cámara, información meteorológica, control y reproducción de música, calendario, encontrar teléfono, etc.

· Resistente al agua IP68.

· Aplicación Da Fit con soporte multilingüe (compatible Android 5.0 o superior, iOS 9.0 o superior).

· Funciona con Google Fit y Health Kit.

· Memoria externa 128MB.

· RAM: 640KB / ROM: 32MB.

· Chipset JL7012F6.

· Modo de carga: cable magnético.

· Disponible en color: Negro, Plateado. "
23442,NG-SW18,Smartwatch 2.0 IPS -monitorea actividad física -sms -whatsapp -alarma -bluetooth 5.1 -bat. 250m/Ah -IP68 -aleación de zinc+silicona -carga magnética -black -Noganet (NG-SW18),Smartwatch y Smartband,Noganet,Si,29.13,,"NG-SW18 es un Smartwatch de Tecnología Superior compatible con Android e iOS.

Descargando la App ""Da Fit App"" desde Play Store y otros sitios a tu Celular, podrás sincronizarlo y recibir notificaciones de tu Celular o Tablet, y también poder detectar, registrar y evaluar tu rendimiento corporal, activar las notificaciones y mucho más.

Gracias a su sensor de muñeca, el NG-SW18 te permite monitorear tu actividad física: frecuencia cardíaca en tiempo real, temperatura corporal, cantidad de pasos, distancia recorrida, presion arterial, entre otras funciones.

Cuenta con diversas notificaciones y podrás recibir llamadas de tu Celular o Tablet (mensajes de WhatsApp; etc.) con el nombre o el número de la persona que llama. También te brinda hora, alarma y cronómetro.

También posee ""Modo Multideporte"" (medición de calorías y latidos por minuto por cada deporte).
Y además presenta Cámara Remota que se activa con simple movimiento de muñeca.
Incluye información del clima y medición de oxígeno en sangre.

Posee resistencia al agua (Waterproof IP68) te permitirá usarlo mientras nadas en una profundidad de 1,5 metros hasta 1 hora.

Su Monitoreo de sueño controlará la cantidad de horas dormidas.

Y su Pantalla Táctil 2.0 IPS posee múltiples funciones y te brindará mejor visibilidad.
NG-SW18 con Control Saludable. Control, confort y elegancia.
 
- CPU: RTL8763
- Sensor: SC7A20
- Memoria RAM: 256KB
- Memoria ROM: 128MB
- Tecnología: BT 5.1 compatible con Android e iOS
- Funciona descargando la App ""Da Fit App"" desde Play Store
- Recibe llamadas de Celular o Tablet (mensajes de WhatsApp; etc.) con datos de la persona que llama. También brinda hora, alarma y cronómetro.
- Modo Multideporte: medición de calorías y latidos por minuto, temperatura corporal, cantidad de pasos, distancia recorrida, presion arterial, etc.
- Cámara Remota que se activa con simple movimiento de muñeca
- Información del clima y medición de oxígeno en sangre
- Waterproof IP68: resistencia al agua en profundidad de 1,5 metros hasta 1 hora
- Monitoreo de sueño: controlará cantidad de horas dormidas
- Pantalla Táctil 2.0 IPS con múltiples funciones y mejor visibilidad
- Funciona con Batería de Polímero de Litio 250mAh
- Carga Magnética con cable USB/2 pines con duración de recarga de 2 horas aprox.
- Uso: de 3 a 5 días con un tiempo de reposo de 15 a 20 días
- Material: Aleación de Zinc + Silicona"
